"","humedad","plagas","productividad"
"1",-0.626453810742332,0,-0.397401710491352
"2",0.183643324222082,1,1.30304229909662
"3",-0.835628612410047,0,-0.531233718162185
"4",1.59528080213779,1,1.50960025477004
"5",0.329507771815361,0,0.0888050946275786
"6",-0.820468384118015,0,-0.51548736917596
"7",0.487429052428485,1,1.5663261070683
"8",0.738324705129217,0,0.0201724759919522
"9",0.575781351653492,1,1.29844942571499
"10",-0.305388387156356,0,-0.664802305480592
"11",1.51178116845085,1,1.3074799055981
"12",0.389843236411431,0,0.387023860709528
"13",-0.621240580541804,0,0.132176028728238
"14",-2.2146998871775,0,-0.469414923358665
"15",1.12493091814311,0,0.476073306397791
"16",-0.0449336090152309,1,-0.0791049444261933
"17",-0.0161902630989461,0,0.350705024184477
"18",0.943836210685299,1,1.4326978032754
"19",0.821221195098089,1,1.79750121528828
"20",0.593901321217509,0,0.455392684339276
"21",0.918977371608218,1,-0.190391096079442
"22",0.782136300731067,1,0.82826604255834
"23",0.0745649833651906,0,-1.06930466430421
"24",-1.98935169586337,0,0.575444938614291
"25",0.61982574789471,0,0.274968372854761
"26",-0.0561287395290008,0,0.0174132297864925
"27",-0.155795506705329,0,-0.636585008382372
"28",-1.47075238389927,0,-0.211234653491057
"29",-0.47815005510862,1,0.849720150468051
"30",0.417941560199702,0,0.570133523919291
"31",1.35867955152904,1,1.41008757717912
"32",-0.102787727342996,1,0.468472237501468
"33",0.387671611559369,0,0.0933929925764485
"34",-0.0538050405829051,1,0.766199455638
"35",-1.37705955682861,0,0.517103475085817
"36",-0.41499456329968,0,-0.139963591954429
"37",-0.394289953710349,0,0.124997882169295
"38",-0.0593133967111857,0,-0.0141230607307689
"39",1.10002537198388,1,-0.0834315708229485
"40",0.763175748457544,0,0.396049397392643
"41",-0.164523596253587,0,-0.0790322867006302
"42",-0.253361680136508,0,-0.0395426890744943
"43",0.696963375404737,0,0.525092612913818
"44",0.556663198673657,1,1.4394519099538
"45",-0.68875569454952,1,0.828633607649628
"46",-0.70749515696212,0,0.973123099403716
"47",0.36458196213683,1,0.886481195259328
"48",0.768532924515416,0,0.0960084071050639
"49",-0.112346212150228,0,0.692977470425964
"50",0.881107726454215,0,-0.401767449444356
"51",0.398105880367068,0,0.0977516010111724
"52",-0.612026393250771,0,-0.64676830149784
"53",0.341119691424425,0,0.187144773368272
"54",-1.12936309608079,0,0.316636968989453
"55",1.43302370170104,1,1.78316231027083
"56",1.98039989850586,1,0.641201398368509
"57",-0.367221476466509,0,-0.503372943348323
"58",-1.04413462631653,0,0.45425411304826
"59",0.569719627442413,1,1.10329708870581
"60",-0.135054603880824,0,-0.600407578279187
"61",2.40161776050478,1,0.337990654355805
"62",-0.0392400027331692,0,0.547527138787011
"63",0.689739362450777,1,0.801005815986845
"64",0.0280021587806661,1,0.408251766064946
"65",-0.743273208882405,0,0.854562935712967
"66",0.188792299514343,0,0.246945688488397
"67",-1.80495862889104,0,0.7852269815531
"68",1.46555486156289,1,0.32394091295462
"69",0.153253338211898,0,0.633347391340061
"70",2.17261167036215,1,1.32224884794053
"71",0.475509528899663,0,0.0687341530193307
"72",-0.709946430921815,0,-0.191826082035037
"73",0.610726353489055,1,1.98481565740957
"74",-0.934097631644252,0,0.0878964811883942
"75",-1.2536334002391,0,0.0855306078345465
"76",0.291446235517463,1,1.28533477136364
"77",-0.443291873218433,0,-0.70924145946533
"78",0.00110535163162413,0,-0.491848332220278
"79",0.0743413241516641,0,-0.765303967698462
"80",-0.589520946188072,0,0.0112807439012183
"81",-0.568668732818502,0,0.436961870006442
"82",-0.135178615123832,0,-0.38704873625039
"83",1.1780869965732,0,-0.389244063447802
"84",-1.52356680042976,0,0.239682504194184
"85",0.593946187628422,0,-0.503647016295777
"86",0.332950371213518,1,1.15511140266027
"87",1.06309983727636,0,0.239383986415502
"88",-0.304183923634301,1,0.927866882386058
"89",0.370018809916288,0,-0.278326056874498
"90",0.267098790772231,0,1.1009040272963
"91",-0.54252003099165,0,0.152188991219019
"92",1.20786780598317,1,0.696180382997806
"93",1.16040261569495,1,0.998096811642971
"94",0.700213649514998,1,0.84692200531487
"95",1.58683345454085,1,1.03610276199715
"96",0.558486425565304,0,-0.295067283016688
"97",-1.27659220845804,0,-0.733629570096967
"98",-0.573265414236886,0,0.178993144384365
"99",-1.22461261489836,0,0.762986045772966
"100",-0.473400636439312,0,1.27119583598831
"101",-0.620366677224124,0,0.598111622781781
"102",0.0421158731442352,0,-0.0177531054794048
"103",-0.910921648552446,0,0.404446978064241
"104",0.158028772404075,0,-0.433520078921259
"105",-0.654584643918818,0,0.00788373467263571
"106",1.76728726937265,1,1.16730882740877
"107",0.716707476017206,1,0.498612990764235
"108",0.910174229495227,0,-0.197662040074221
"109",0.384185357826345,0,0.1872467455035
"110",1.68217608051942,0,-0.285624212923639
"111",-0.635736453948977,0,0.372784610912213
"112",-0.461644730360566,1,1.62233255653871
"113",1.43228223854166,1,1.09623343662205
"114",-0.650696353310367,0,-0.118164358523904
"115",-0.207380743601965,0,-0.71931082393973
"116",-0.392807929441984,1,1.01963640833715
"117",-0.319992868548507,0,-0.852090646050907
"118",-0.279113302976559,0,-0.52597371720176
"119",0.494188331267827,0,0.00316131677461978
"120",-0.177330482269606,1,0.70093033751783
"121",-0.505957462114257,0,-0.337712869277407
"122",1.34303882517041,0,-0.30264061205382
"123",-0.214579408546869,0,0.111713935291998
"124",-0.179556530043387,0,-0.369668206413648
"125",-0.100190741213562,0,0.321178090627414
"126",0.712666307051405,0,-0.684700491407579
